"pin","state","locs"
"609304","tamil nadu","[11.1138_79.73482, 11.11511_79.70602, 11.1184_79.72257, 11.12246_79.74424]"
"609305","tamil nadu","[11.10267_79.68994]"
"609306","tamil nadu","[10.9167_79.8167, 11.00996_79.74628, 11.02937_79.72941, 11.03374_79.73556]"
"609307","tamil nadu","[10.99744_79.84939, 11.01901_79.8333, 11.01969_79.83347, 11.02394_79.83567, 11.03877_79.83295, 11.04501_79.82657]"
"609308","tamil nadu","[11.01664_79.76428, 11.02008_79.76414, 11.05285_79.76598]"
"609309","tamil nadu","[11.06441_79.73734, 11.106_79.73803, 11.10762_79.71431, 11.10764_79.71434, 11.10891_79.75638, 11.11498_79.74423, 11.11723_79.75668]"
"609310","tamil nadu","[10.56957_79.64555, 11.036_79.78164, 11.03909_79.7902, 11.04306_79.81222]"
"609311","tamil nadu","[11.07379_79.80453, 11.0803_79.82005]"
"609312","tamil nadu","[11.00453_79.79094, 11.00808_79.80301, 11.00886_79.79151]"
"609313","tamil nadu","[11.03022_79.85111, 11.06485_79.85153]"
"609314","tamil nadu","[11.06824_79.68026, 11.07826_79.69888]"
"609401","tamil nadu","[10.9167_79.8167, 11.04563_79.63803]"
"609402","tamil nadu","[11.04385_79.67975]"
"609403","tamil nadu","[10.58_79.39, 10.97854_79.70056, 10.97903_79.62506, 10.98192_79.68998, 10.9878_79.64071, 10.98989_79.6687, 10.99096_79.71096, 11.00206_79.66362, 11.07741_77.54934, 11.07746_77.54932, 11.59135_77.74515]"
"609404","tamil nadu","[11.02717_79.65211, 11.03545_79.65997]"
"609405","tamil nadu","[10.94437_79.65651, 10.9613_79.63461, 10.96208_79.65979, 10.96348_79.64807]"
"609501","tamil nadu","[10.56_79.33, 10.92973_79.49857, 10.93024_79.53317, 10.932_79.51564, 10.93907_79.56373, 10.93924_79.532, 10.94718_79.57461]"
"609502","tamil nadu","[10.89495_79.62523, 10.90196_79.6429]"
"609503","tamil nadu","[10.91688_79.6818, 10.93027_79.69604, 10.93367_79.64618, 10.93385_79.67135, 10.93636_79.65221, 10.93733_79.61665, 10.94375_79.6186, 10.94687_79.59108]"
"609504","tamil nadu","[10.22215_78.7882, 10.85722_79.63351, 10.88176_79.65271, 10.88204_79.63124]"
"609601","puducherry","[10.57_79.43, 10.93705_79.74334, 10.94527_79.74202]"
"609602","puducherry","[10.91111_79.83576, 10.91789_79.81862, 10.91927_79.83288, 10.92392_79.83103, 10.93188_79.83238]"
"609603","tamil nadu","[10.58_79.46, 10.95355_79.79413, 10.97681_79.74435, 10.9772_79.73782, 10.98459_79.7669, 11.00059_79.75237]"
"609604","tamil nadu","[10.23179_76.29871, 10.53_79.48, 10.89219_79.77672, 10.89648_79.83799, 11.43047_77.59004]"
"609605","puducherry","[10.56_79.49, 10.94128_79.83544, 10.94165_79.85062]"
"609606","puducherry","[10.52_79.49, 10.87099_79.82969]"
"609607","puducherry","[10.55_79.47, 10.90794_79.77073, 10.92679_79.7681, 10.94018_79.78006, 10.94511_79.77295]"
"609608","tamil nadu","[10.93052_79.71001, 10.94817_79.70405, 10.96219_79.70898, 10.96408_79.69744]"
"609609","puducherry","[10.95988_79.82687, 10.9805_79.83596, 10.98403_79.82612]"
"609701","tamil nadu","[10.85568_79.66356, 10.85686_79.67728, 10.88039_79.67089]"
"609702","tamil nadu","[10.52_79.44, 10.8481_79.7505, 10.8718_79.75792, 10.8847_79.7233, 10.8999_79.75378, 10.91054_79.72984]"
"609703","tamil nadu","[10.84299_79.79358, 10.86815_79.78866, 10.86885_79.79412, 10.86908_79.80326, 10.87151_79.77755, 10.88319_79.80634]"
"609704","tamil nadu","[10.52_79.42, 10.84437_79.69605, 10.86369_79.72374, 10.88299_79.70283]"
"609801","tamil nadu","[11.03138_79.55743, 11.06409_79.54384, 11.07217_79.56267, 11.07627_79.5585, 11.0898_79.55322, 11.10533_79.56679, 11.10827_79.54812]"
"609802","tamil nadu","[11.02759_79.49455, 11.02765_79.49457, 11.03032_79.50473, 11.05107_79.51403]"
"609803","tamil nadu","[11.1382_79.58101]"
"609804","tamil nadu","[11.0377_79.4878, 11.04284_79.49388, 11.04377_79.50432, 11.07871_79.49007]"
"609805","tamil nadu","[10.99722_79.61086, 11.01086_79.57389, 11.02344_79.58902, 11.03202_79.6055]"
"609806","tamil nadu","[11.06933_79.62452, 11.08097_79.5972, 11.08784_79.61085, 11.09472_79.59205]"
"609807","tamil nadu","[9.24439_77.99731, 10.49145_78.3314, 10.94144_79.23123, 11.11827_79.48913, 11.12799_79.5285, 11.13224_79.51454, 11.13924_79.54207, 11.15225_79.49741, 11.15234_79.49741, 11.15838_79.51668]"
"609808","tamil nadu","[11.04825_79.58644]"
"609810","tamil nadu","[11.04669_79.52724]"
"609811","tamil nadu","[11.12236_79.58165, 11.1394_79.58048, 11.15534_79.57933]"
"610001","tamil nadu","[10.76636_79.63714, 10.77021_79.62894, 10.77194_79.62552, 10.77444_79.63369, 10.77752_79.62456, 10.78329_79.64558, 10.78383_79.63469]"
"610003","tamil nadu","[10.76523_79.66356, 10.78081_79.65167]"
"610004","tamil nadu","[10.77478_79.59662, 10.77779_79.61315, 10.78107_79.60578]"
"610005","tamil nadu","[10.8131_79.6136, 10.82699_79.61218]"
"610101","tamil nadu","[10.79438_79.67975, 10.80041_79.71805, 10.80866_79.66368, 10.81539_79.73152, 10.81697_79.63733, 10.818_79.70728, 10.81869_79.67406, 10.8188_79.69302, 10.8312_79.7246, 10.83628_79.63502, 10.84685_79.6454]"
"610102","tamil nadu","[10.72852_79.52709, 10.73769_79.57449, 10.73987_79.56296, 10.74614_79.54071]"
"610103","tamil nadu","[10.69966_79.63892, 10.70669_79.61293, 10.72657_79.62964, 10.72758_79.60941]"
"610104","tamil nadu","[10.78148_79.61698, 10.7944_79.59918, 10.82319_79.57494]"
"610105","tamil nadu","[10.84588_79.60499, 10.86584_79.61351, 10.86782_79.58303, 10.87786_79.61475, 10.88195_79.61085, 10.88539_79.57464, 10.88785_79.56115, 10.89751_79.59153, 10.91102_79.57789]"
"610106","tamil nadu","[10.7035_79.67475, 10.70821_79.67808, 10.72569_79.67213, 10.73485_79.65703, 10.75183_79.66056]"
"610107","tamil nadu","[10.64557_79.58343, 10.85903_79.56421, 10.86208_79.57983, 10.86218_79.5799, 10.871_79.53661, 10.87443_79.57339, 10.87446_79.5731, 10.88428_79.55798, 10.89064_79.52986]"
"610109","tamil nadu","[10.75158_79.63432]"
"610201","tamil nadu","[10.62055_79.6919, 10.62736_79.66486, 10.62898_79.64507, 10.63914_79.66775]"
"610202","tamil nadu","[10.6629_79.65914, 10.66788_79.65302, 10.68239_79.64697, 10.6984_79.62022]"
"610203","tamil nadu","[10.0063_77.5184, 10.36_79.38, 10.57749_79.65215, 10.58631_79.62425, 10.60258_79.65959, 10.60518_79.69548, 10.62568_79.61419]"
"610204","tamil nadu","[16.37_79.43, 10.60269_79.73394, 10.61374_79.72347, 10.62854_79.74231]"
"610205","tamil nadu","[10.64237_79.61197, 10.65236_79.63739, 10.66589_79.61545]"
"610206","tamil nadu","[10.66673_79.58935, 10.66739_79.56234, 10.67811_79.60659, 10.69386_79.60278, 10.6993_79.57877, 10.69981_79.57606]"
"610207","tamil nadu","[10.63916_79.68802, 10.6544_79.69181, 10.65624_79.73529, 10.68122_79.69238, 10.69032_79.69875]"
"611001","tamil nadu","[10.76031_79.84653, 10.76443_79.84378, 10.77261_79.84078]"
"611002","tamil nadu","[10.81328_79.84211, 10.81544_79.83967, 10.81854_79.84106, 10.81928_79.76445, 10.82556_79.79636, 10.82662_79.8334, 10.84566_79.8153]"
"611003","tamil nadu","[10.79937_79.83865]"
"611101","tamil nadu","[10.45_79.4, 10.74006_79.69759, 10.75206_79.69342, 10.76339_79.68413, 10.77433_79.68574]"
"611102","tamil nadu","[10.67958_79.81704, 10.69854_79.79609, 10.70621_79.81314, 10.74259_79.81999, 10.75296_79.82113]"
"611103","tamil nadu","[10.59261_79.75779, 10.61398_79.76548, 10.63512_79.76087, 10.63675_79.78539, 10.65367_79.79738, 10.79379_79.83655]"
"611104","tamil nadu","[10.7471_79.74137, 10.75583_79.76197, 10.76715_79.73906, 10.76869_79.7414, 10.77089_79.76581, 10.80034_79.76691]"
"611105","tamil nadu","[10.72167_79.72334, 10.73984_79.72721, 10.75166_79.72098, 10.75891_79.703, 10.76264_79.72086, 10.77268_79.71124]"
"611106","tamil nadu","[10.73677_79.8437, 10.74694_79.8493, 10.78675_79.81416, 10.82211_79.82011]"
"611108","tamil nadu","[10.72553_79.79877, 10.73399_79.77142, 10.7571_79.80442, 10.75771_79.79904, 10.77338_79.7827, 10.77423_79.79938, 10.79083_79.79653]"
"611109","tamil nadu","[10.66831_79.74506, 10.66862_79.77133, 10.68012_79.74227, 10.68458_79.78134, 10.68706_79.72311, 10.69329_79.76965, 10.71035_79.76633, 10.72194_79.74517, 11.31_77.45]"
"611110","tamil nadu","[10.59907_79.79908, 10.62214_79.81167, 10.62282_79.8441, 10.63275_79.81011]"
"611111","tamil nadu","[10.42_79.5, 10.66028_79.83889, 10.67393_79.85073, 10.68498_79.83764, 10.70124_79.83943]"
"611112","tamil nadu","[10.51029_79.83734, 10.51562_79.84918, 10.54488_79.848, 10.56844_79.8308, 10.57885_79.83462, 10.59384_79.83424]"
"612001","tamil nadu","[10.95293_79.36908, 10.95294_79.38358, 10.95772_79.38031, 10.96166_79.37238, 10.96428_79.37058, 10.96658_79.37762, 10.96761_79.38433, 10.96792_79.39576, 10.96897_79.38147]"
"612002","tamil nadu","[10.96817_79.37256]"
"612101","tamil nadu","[10.98587_79.48619, 10.98952_79.49996, 11.00442_79.48137, 11.01304_79.4787, 11.01307_79.48593, 11.01764_78.47994]"
"612102","tamil nadu","[11.01784_79.46233, 11.03079_79.47547, 11.05337_79.45141, 11.1_79.28]"
"612103","tamil nadu","[10.98445_79.4234, 10.98861_79.43707]"
"612104","tamil nadu","[10.97619_79.45394, 10.99315_79.45516, 10.99467_79.45021, 10.99958_79.45492, 11.00119_79.45089]"
"612105","tamil nadu","[10.92922_79.13427, 11.00213_79.42246, 11.03221_79.42769, 11.1_79.25]"
"612106","tamil nadu","[11.06699_79.52862, 11.10026_79.52027]"
"612201","tamil nadu","[10.58_79.32, 10.9527_79.54211, 10.96339_79.55881, 10.96773_79.53489, 10.96954_79.51496, 10.9988_79.53185]"
"612202","tamil nadu","[10.93759_79.45765, 10.94433_79.47078, 10.94854_79.45473, 10.95198_79.49619]"
"612203","tamil nadu","[10.97064_79.60712, 10.9856_79.59264, 10.98842_79.57902, 11.01071_79.55135, 11.2_78.49]"
"612204","tamil nadu","[10.95618_79.4361, 10.96107_79.43281, 10.96406_79.43143, 10.97312_79.42756, 10.97331_79.4369]"
"612301","tamil nadu","[10.95032_79.30899, 10.96762_79.29504, 10.97178_79.30452, 10.99383_79.28723]"
"612302","tamil nadu","[12.28174_77.62289, 12.28175_77.62294, 12.59379_78.63681, 10.94628_79.3304, 10.9535_79.31976, 10.95705_79.3278, 10.95896_79.33243, 10.96485_79.34323, 10.96717_79.35657]"
"612303","tamil nadu","[10.98243_79.33985, 10.99308_79.35683, 11.00712_79.33265]"
"612401","tamil nadu","[16.90252_80.32167, 17.24724_82.48124, 15.96073_78.49794, 18.08149_83.63456, 18.12284_83.17469, 10.92774_79.38102, 10.94229_79.42536, 10.94551_79.3969, 10.94824_79.41531, 10.94871_79.37876, 10.9528_79.40129]"
"612402","tamil nadu","[10.89828_79.41212, 10.9117_79.40393, 10.92236_79.40351]"
"612501","tamil nadu","[10.53_79.23, 10.989_79.37937, 11.01001_79.36785, 11.02278_79.36706, 11.03497_79.35941]"
"612502","tamil nadu","[10.57_79.23, 11.1222_79.45446, 11.14203_79.47293]"
"612503","tamil nadu","[17.39_75.54, 11.02731_79.4059, 11.04794_79.39154, 11.06182_79.41989, 11.06226_79.40122]"
"612504","tamil nadu","[10.85058_78.55758, 11.06894_79.43729, 11.07211_79.46296, 11.08149_79.43809, 11.09322_79.456, 11.10119_79.43983, 11.10599_79.46939, 11.11564_79.47382, 11.72665_78.4102]"
"612601","tamil nadu","[10.51_79.28, 10.83866_79.54329, 10.84982_79.47691, 10.86171_79.47973]"
"612602","tamil nadu","[9.93583_76.70833, 10.57_79.23, 10.90657_79.44731, 10.90784_79.47957, 10.91139_79.47023, 10.91964_79.43965, 10.92494_79.47259, 10.92586_79.48255, 11.04379_77.84267]"
"612603","tamil nadu","[10.81345_79.54396, 10.81896_79.5411, 10.83136_79.52868, 10.83391_79.55068, 10.84806_79.51004]"
"612604","tamil nadu","[10.77_78.63, 10.86999_79.51708, 10.87014_79.51704, 10.87388_79.50371, 10.87725_79.51124, 10.89198_79.49919, 10.90743_79.53234, 10.90865_79.51481]"
"612605","tamil nadu","[10.47_78.42, 10.86956_79.44585, 10.87554_79.45383, 10.87836_79.48124, 10.88507_79.43799, 10.88715_79.46049]"
"612610","tamil nadu","[10.83391_79.55085, 10.83612_79.49924, 10.83612_79.49924, 10.84321_79.49189]"
"612701","tamil nadu","[10.88303_79.31432, 10.89917_79.3325, 10.90442_79.34294]"
"612702","tamil nadu","[10.95033_79.35453, 10.95499_79.35335]"
"612703","tamil nadu","[16.53_81.55, 10.92796_79.3564, 10.93319_79.34436]"
"612801","tamil nadu","[10.81299_79.37258, 10.82908_79.40825, 10.84167_79.43755, 10.84678_79.38817, 11.62238_77.61724]"
"612802","tamil nadu","[10.67_79.43, 10.83185_79.32842, 10.84773_79.33672, 10.85109_79.35568, 10.86758_79.36023, 11.2596_79.21284]"
"612803","tamil nadu","[10.70938_79.42097, 10.72484_79.46646, 10.7261_79.38398, 10.73078_79.40297, 10.73087_79.46054, 10.73726_79.42421, 10.74579_79.38543, 10.74591_79.41536]"
"612804","tamil nadu","[10.85817_79.42061, 10.85949_79.38122, 10.8687_79.41721, 10.87428_79.40334, 10.87799_79.41568, 10.88789_79.39619, 10.88814_79.3765, 10.89453_79.36262, 10.89707_79.38191, 10.90928_79.36761]"
"612901","tamil nadu","[11.17307_79.4271, 11.17497_79.45783, 11.18236_79.4512, 11.18311_79.46957, 11.19054_79.41384, 11.19366_79.46353, 11.20676_79.48606, 11.20685_79.43563, 11.20728_79.44911, 11.23151_79.42203]"
"612902","tamil nadu","[11.13107_79.41974, 11.13763_79.37683, 11.1468_79.42959, 11.15314_79.40581, 11.16932_79.38706]"
"612903","tamil nadu","[11.22361_79.45562, 11.22444_79.46236, 11.23425_79.47567, 11.23805_79.48935, 11.24325_79.46942, 11.25902_79.45048, 11.2591_79.44016, 11.27363_79.49794, 11.2763_79.46458, 11.27841_79.4865, 11.29382_79.46418, 11.30152_79.47624]"
"612904","tamil nadu","[11.07819_79.35755, 11.08722_79.30654, 11.09089_79.41145, 11.09695_79.29428, 11.097_79.37178, 11.09856_79.32318, 11.10241_79.38782, 11.103_79.35299, 11.12078_79.3168, 11.52095_78.66486, 11.521_78.66491, 11.52102_78.66488]"
"612905","tamil nadu","[9.87331_78.86617]"
"613001","tamil nadu","[10.77088_79.14752, 10.77332_79.14289, 10.77715_79.14938, 10.77892_79.14006, 10.78136_79.14997, 10.78317_79.13658, 10.78475_79.1413, 10.78569_79.14869, 10.78843_79.14302, 10.79269_79.13767, 10.79359_79.14079, 10.82167_79.17083]"
"613002","tamil nadu","[10.79785_79.11314, 10.80448_79.13528, 10.81024_79.09003]"
"613003","tamil nadu","[13.08879_79.51539, 9.27482_77.45988, 10.8095_79.17786, 10.81185_79.16623, 10.81628_79.13847, 10.82098_79.13872, 10.8365_79.17152, 10.83664_79.19599]"
"613004","tamil nadu","[10.75736_79.10786, 10.7663_79.09983, 10.76756_79.11083, 10.78209_79.10321]"
"613005","tamil nadu","[10.72223_79.11947, 10.7358_79.10519, 10.7518_79.11337]"
"613006","tamil nadu","[10.67984_79.1405, 10.73045_79.13989, 10.73114_79.15655, 10.75881_79.14322]"
"613007","tamil nadu","[10.37753_78.80533, 10.76308_79.12484, 10.76458_79.12181, 10.77333_79.13778, 10.77782_79.12582]"
"613008","tamil nadu","[10.7983_79.13346]"
"613009","tamil nadu","[10.7844_79.12172, 10.78736_79.13072, 10.79114_79.13442]"
"613010","tamil nadu","[10.74236_79.09437]"
"613101","tamil nadu","[10.84066_78.99774, 10.84083_79.02361, 10.84255_79.0559, 10.853_78.99218, 10.85644_79.01626, 10.86065_79.04313]"
"613102","tamil nadu","[10.79116_78.89728, 10.82187_78.88196, 10.82214_78.90745, 10.82666_78.89842, 10.82945_78.87459, 10.83047_78.80976]"
"613103","tamil nadu","[10.86033_79.07062, 10.86218_79.09022, 10.95306_79.18111]"
"613104","tamil nadu","[10.83053_78.94967, 10.83578_78.93378, 10.84332_78.97805, 10.84581_78.94035, 10.84675_78.95567, 10.84916_78.95583, 10.84968_78.96974, 10.86458_79.00055, 10.87375_78.99738]"
"613105","tamil nadu","[10.84011_78.88796, 10.85587_78.94777, 10.86512_78.94102, 10.86795_78.95385]"
"613201","tamil nadu","[10.86986_79.1101, 10.87127_79.11609, 10.87127_79.11609, 10.8945_79.15185]"
"613202","tamil nadu","[10.87514_79.13903, 10.97278_79.11028]"
"613203","tamil nadu","[15.94936_77.22671, 10.87717_79.01913, 10.87831_79.08983, 10.88031_79.01295, 10.88037_79.06779, 10.88699_79.05825]"
"613204","tamil nadu","[10.88049_79.10889, 10.88297_79.10672, 10.88658_79.11754, 10.88763_79.13009, 10.90051_79.14977, 10.90279_79.13671, 10.90588_79.08133, 10.92022_79.1543, 10.9211_79.09527, 10.92875_79.15332]"
"613205","tamil nadu","[10.83274_79.12834, 10.83402_79.08903, 10.8392_79.07829]"
"613301","tamil nadu","[10.5005_79.07835, 10.51681_79.06214, 10.53775_79.02581, 10.55574_79.06119, 10.55658_78.99064, 10.56202_79.05792, 10.5716_79.02435, 10.57189_78.0155, 10.57354_79.01567, 10.57441_79.01351, 10.57568_78.95741, 10.62043_79.00007, 10.62523_79.04706, 10.65057_78.99331]"
"613303","tamil nadu","[10.65415_79.09971, 10.66168_79.05669, 10.67247_79.0775, 10.69543_79.08091]"
"613401","tamil nadu","[10.70733_79.02189, 10.72991_79.02352, 10.7334_79.00481]"
"613402","tamil nadu","[9.80009_77.92616, 10.67305_78.95046, 10.69367_78.97348, 10.70143_78.93243, 10.70864_78.95725, 10.73233_78.96315, 10.7349_78.88863, 10.73563_78.91819, 10.76302_78.91363, 10.76332_78.89703]"
"613403","tamil nadu","[10.6985_79.0432, 10.70656_79.10457, 10.71825_79.06144, 10.72922_79.0722, 10.74042_79.08157]"
"613501","tamil nadu","[10.75993_79.19875, 10.76844_79.21411, 10.78419_79.19661, 10.7909_79.21858]"
"613502","tamil nadu","[10.74131_79.235, 10.78044_79.24799, 10.78171_79.23079, 10.80401_79.2343]"
"613503","tamil nadu","[10.70594_79.24522]"
"613504","tamil nadu","[10.75073_79.26782, 10.75465_79.29223, 10.76692_79.29456, 10.78021_79.27328, 10.78189_79.27469, 10.81305_79.28117, 10.81392_79.26765, 10.8151_79.21246, 10.82696_79.27055]"
"613601","tamil nadu","[10.76536_79.06843, 10.77447_79.05308, 10.77934_79.03125, 10.81072_79.06313, 10.81244_79.04443]"
"613602","tamil nadu","[10.75054_78.99232, 10.75893_78.95905, 10.7855_78.97775, 10.77944_78.92711, 10.79067_79.00711, 10.80783_79.01906, 10.81048_78.97191, 10.81125_78.93436, 10.81941_79.00623]"
"613701","tamil nadu","[10.77251_79.56312, 10.78149_79.52922, 10.79156_79.56619]"
"613702","tamil nadu","[10.44_79.3, 10.7598_79.50342]"
"613703","tamil nadu","[10.46_79.29, 10.76086_79.48418, 10.76325_79.46545, 10.76374_79.44342, 10.76392_79.49294, 10.76866_79.5016, 10.78205_79.48659, 10.79031_79.51244]"
"613704","tamil nadu","[10.7331_79.60176, 10.76472_79.58486]"
"613705","tamil nadu","[10.79331_79.47449, 10.80938_79.46928, 10.82821_79.45054, 10.83536_79.46669]"
"614001","tamil nadu","[10.65794_79.45479, 10.65926_79.44531, 10.66314_79.43873, 10.66421_79.46504, 10.66633_79.43985, 10.66731_79.44706, 10.66772_79.44636, 10.66839_79.45792, 10.67497_79.44094]"
"614013","tamil nadu","[10.6552_79.34041, 10.67344_79.3818, 10.68441_79.35686, 10.69963_79.38057, 10.69981_79.36033, 10.72823_79.35349]"
"614014","tamil nadu","[10.66316_79.42352, 10.66499_79.43052, 10.66724_79.3933, 10.67324_79.45215, 10.68399_79.47965, 10.69006_79.41795, 10.6974_79.46293]"
"614015","tamil nadu","[10.53807_79.41773, 10.53862_79.43572, 10.56585_79.42544, 10.58341_79.42678]"
"614016","tamil nadu","[10.59416_79.47656, 10.60309_79.47542, 10.62664_79.44158, 10.63963_79.49307, 10.64164_79.45531, 10.64285_79.4245, 10.64795_79.4685]"
"614017","tamil nadu","[10.48115_79.46979, 10.49289_79.45953, 10.50425_79.45199, 10.53046_79.47894, 10.53149_79.45532, 10.55402_79.46527]"
"614018","tamil nadu","[10.58499_79.4031, 10.59336_79.40887, 10.59464_79.41692, 10.59755_79.38539, 10.6016_79.35782, 10.61138_79.42835, 10.61139_79.41694, 10.62264_79.36502, 10.62612_79.43147, 10.63343_79.39159, 10.6497_79.37677]"
"614019","tamil nadu","[10.65134_79.30462, 10.68643_79.31375, 10.69121_79.28415, 10.69726_79.31417, 10.69789_79.32767, 10.70373_79.32747, 10.70972_79.27586, 10.71233_79.32884, 10.71233_79.32884, 10.71466_79.25799, 10.71762_79.25353, 10.72257_79.22924, 10.72446_79.22209, 10.72446_79.22209]"
"614020","tamil nadu","[10.55527_79.4882, 10.56973_79.47864, 10.58852_79.45675]"
"614101","tamil nadu","[10.67558_79.51769, 10.68225_79.53491, 10.68405_79.53744, 10.69188_79.53012, 10.69221_79.54732, 10.69497_79.54365, 10.69941_79.57599, 10.70272_79.522, 10.70713_79.51831]"
"614102","tamil nadu","[10.69336_79.50612, 10.70084_79.4924, 10.71689_79.51803]"
"614103","tamil nadu","[10.72902_79.51099, 10.73613_79.50711, 10.73637_79.50363]"
"614201","tamil nadu","[10.89169_79.18772, 10.89665_79.20281]"
"614202","tamil nadu","[12.77125_79.26689, 9.22588_77.5505, 9.36087_77.49607, 10.04601_79.15418, 10.78481_79.3338, 10.90824_79.17659, 10.91749_79.18375, 10.92096_79.17297, 10.9257_79.20409, 10.93664_79.20675, 11.36778_75.95021, 11.62345_78.78186, 11.80504_78.24961]"
"614203","tamil nadu","[10.47671_78.77842, 10.48064_78.77044, 10.48084_78.77027, 10.92713_79.22532, 10.93658_79.24642, 10.94552_79.26255, 10.95818_79.25721, 10.96667_79.27191]"
"614204","tamil nadu","[10.89439_79.24482, 10.91686_79.23911, 10.917_79.23463]"
"614205","tamil nadu","[10.92267_79.26714, 10.92329_79.25717, 10.92532_79.27291, 10.92648_79.26565]"
"614206","tamil nadu","[10.85726_79.18846, 10.86196_79.15859, 10.86911_79.1631, 10.88106_79.19435, 10.94889_79.3025]"
"614207","tamil nadu","[10.91735_79.24473]"
"614208","tamil nadu","[10.91895_79.3168, 10.9385_79.30169]"
"614210","tamil nadu","[10.90832_79.21137, 10.91007_79.21871]"
"614211","tamil nadu","[10.89865_79.19808]"
"614301","tamil nadu","[10.82641_79.23487, 10.84879_79.21763, 10.85821_79.23942, 11.87807_77.90468, 11.8781_77.90468]"
"614302","tamil nadu","[10.85526_79.26987, 10.86986_79.27528, 10.87242_79.26485, 10.87378_79.26836, 10.89733_79.28188, 10.89777_79.26881]"
"614303","tamil nadu","[10.85885_79.21629, 10.87548_79.22017, 10.87617_79.22951, 10.88669_79.229]"
